#node1	node2
P42224	Q13287
Q96MN2	Q9Y2Z0
Q96Q15	Q9Y4R8
O15264	Q13873
Q5JY77	Q9UHF0
O94916	Q08209
P15498	P27986
Q13702	Q9H8Y8
P17252	P47712
O43921	P06241
P27540	P27695
P02458	Q13683
P01375	P18146
P40938	Q9HCU8
P61803	Q8TCJ2
P0C5Y9	Q92769
P05129	Q13393
P30480	Q9Y3F4
Q8IYT8	Q9BSB4
O60663	Q8N806
P01106	P17096
P20674	P40337
P56645	P63279
Q14203	Q15436
P62304	Q8WXD5
P24043	P56199
P01106	P51531
P41743	Q6P1M3
P42336	Q13114
P23508	Q14232
P43378	P46459
P62158	Q03431
Q7L1W4	Q9NPD3
P24522	Q6STE5
P11279	Q92542
P41743	Q4KWH8
P61978	Q5VTD9
O15145	Q15029
P00505	P78396
O14512	P52630
O95149	P18621
P56545	Q13363
P06493	Q9UM11
Q13233	Q13451
574455	P00749
P42766	Q96HU1
O15259	Q9HBL0
O95622	P04899
P08637	P12314
5512	Q12972
Q8N122	Q9UGI9
P18827	P21741
Q13748	Q8NCM8
P24468	Q13227
O00762	Q3KNV8
Q92765	Q9H461
Q14653	Q7Z2W4
P62837	Q9P0P0
P45985	Q9P2K8
O95831	Q6WCQ1
P28482	P36894
O43294	Q9BUZ4
P17844	Q92979
P31749	Q13315
P27635	P62917
Q6PCD5	Q969T4
Q5T5U3	Q8IXI1
Q14197	Q8N983
P35626	Q8NGT1
O75460	P17861
P19838	P34932
P28698	Q13952
O14656	Q9BT78
Q676U5	Q9H2C0
P52565	Q8N5I3
P50552	P63104
O00459	P08069
P05014	P24394
O75616	Q99459
Q96B97	Q9P2Y4
P35558	P54619
P25116	P50150
P01242	P23458
Q96BK5	Q9ULE0
O15143	Q8WUW1
P43146	P49770
P19876	P51684
Q9HBH0	Q9P227
P17612	Q01668
P10827	P50613
P05556	P18031
Q13177	Q13233
Q92540	Q96Q15
P30281	Q00534
O95630	P62993
P56277	Q01844
P41159	Q5VWK5
P04637	P13693
P11387	Q14197
P04637	P63165
P52756	Q8IWZ8
P68036	Q8N9I9
Q14164	Q9H171
Q07890	Q9P107
P40337	P62807
P62877	Q13309
P16333	Q9UMN6
O43809	Q15287
O43320	P08069
O00178	Q13568
O95295	Q96EV8
O14929	P84243
P04899	P42336
P08620	P48431
P42262	Q13555
P22670	P35611
P47898	P62873
O43290	Q15287
P54257	Q9Y6M9
P04899	P16473
P04350	Q8NCM8
P10276	P43699
Q6AZZ1	Q92993
Q01094	Q13889
P07477	P55085
Q9HCM4	Q9Y478
P06748	Q8IZL8
P24522	Q75N90
Q07157	Q9NYL2
O43390	P16104
P08754	Q9UK08
O14543	P26951
P45983	Q04206
O75144	Q9Y6W8
Q13315	Q8TAD8
Q8TEM1	Q9NRG9
O15444	P32246
Q14573	Q9H3N1
P00533	P16333
P11836	Q15306
P00734	P00740
Q04206	Q8IUH5
P19838	P35222
P62937	P63098
P20231	Q15661
P11362	P52798
P38936	Q8NFF5
O75828	O95376
P20908	Q13797
P18077	Q9UKV8
407040	P01106
P35268	Q99558
P40337	Q9P031
P46019	P62136
P08138	Q00722
P26368	Q9UET6
O75323	P12830
P62249	P62993
O75208	O94805
P68371	Q71U36
O43294	P78396
P61978	Q93062
P08754	Q68DD2
P18146	Q99996
Q16539	Q92994
P26368	P52756
Q01844	Q8N4F4
O43781	Q92993
P08670	Q15046
P60763	Q6H8Q1
P28482	Q16829
P35749	P63261
P23284	P50570
P12004	P56282
O60507	Q14242
P33681	Q9NZQ7
P62993	Q9H706
P06241	Q13224
P13631	Q96IF1
P12931	Q07889
O00483	Q9P2S5
P28482	Q05682
P01106	Q13085
O60296	P18505
P30559	Q08289
Q13952	Q15633
Q04721	Q96BI3
Q12778	Q96BR1
O95163	Q06830
O43809	Q13422
P13501	Q04206
P00533	P62993
P15882	Q15078
O95295	Q9Y561
Q16659	Q9UQ07
P19838	Q13547
Q13569	Q92793
O60566	P53350
O94856	P62993
P08047	P61073
P31947	Q96J02
P35626	Q8NGL2
Q86U06	Q9BWF3
P00746	P01024
P01889	P35244
P35711	Q15797
Q8NC51	Q969H0
P62333	Q13573
O60244	P62993
P01241	P61247
Q16363	Q6VMQ6
Q13813	Q9Y5U2
P30480	P49411
O00459	P06401
P35222	P45984
P48729	Q16625
P12931	Q8WX93
P07948	Q92529
P19235	Q13191
P12107	Q13952
Q13315	Q5VTL8
P08311	P35237
P08134	Q13017
Q9BQ83	Q9NSB2
P22736	P54253
P04350	Q00653
P55197	Q13315
P16949	Q9NRR5
P61978	Q9Y490
P05305	Q9NRR5
O95863	Q13153
P47914	P61313
P26951	P41182
P08631	P42336
P19022	P26367
P05067	P98170
Q15654	Q8N2X6
Q04941	Q14164
P55795	Q14103
P21796	Q14697
A6NLW9	P32121
P06241	Q9Y697
Q9BXF6	Q9H4M9
P01031	P21730
O75486	O75529
Q08209	Q9UJX4
Q13573	Q9BVQ7
P08865	P63220
P21741	P98164
P38432	Q96RS0
Q13322	Q99558
P32121	Q8NGR6
P13987	P62993
P19793	Q99743
P19532	Q13617
P28566	P50150
P62750	Q9UKS6
P09619	P42338
Q06187	Q9P2D0
P04637	Q14695
P26442	P61077
P51668	Q9H0F5
P31483	Q9HBD1
P07196	Q96SN8
P30153	Q9Y243
P62263	Q9NRG4
O60674	P05231
O94906	Q9BUQ8
P27540	P29474
P0CG48	P62979
Q9NZJ4	Q9P1U0
Q08462	Q8TD86
Q16619	Q9HBE5
P50222	P54652
O75400	Q9Y4E5
Q13573	Q8IZL8
P35626	Q96R30
P25021	P84996
P17858	P54259
P25054	Q9BVL2
P01562	P14784
P09471	P17252
P25963	P61077
P24928	P36954
Q14240	Q15056
P37840	Q96N67
P42701	Q8WXH5
Q10586	Q16534
P23396	P46783
P12931	P51636
P0CG48	Q15034
P11802	Q13547
P02647	P04264
O15264	P09471
442918	P43351
P15529	P29350
P62736	P63104
P31947	Q9H2C0
O15375	P18206
P19429	P63316
Q96PU8	Q9NVV9
Q13007	Q969J5
P01106	Q9UK76
P48764	Q6P0Q8
P22612	Q8TEY5
P30048	P43364
Q13114	Q96CV9
P28482	Q14192
O95685	Q93100
P06241	Q9Y4K4
O95500	P56856
Q8N5R6	Q9NRR5
O75800	Q9H992
Q13573	Q9UNM6
P01112	Q86YV0
Q92905	Q9UNS2
P35968	Q15389
P06400	Q01094
O60832	P01106
P03372	P10275
Q99650	Q9NPF7
P48552	P49792
Q07890	Q7Z6B7
O14807	Q13972
P22612	P61952
P09467	Q9UBU9
Q14919	Q92956
P25025	P42261
P62837	Q6ZSG1
O15056	P06241
Q15173	Q9Y243
Q13263	Q9Y230
P13747	Q14952
Q99816	Q9UPQ4
Q02156	Q16236
P31749	P42345
O60383	P38936
P46108	Q9UN72
Q8IY18	Q96MG7
P62263	P62277
P51817	Q02750
P08758	P38484
O14717	P09661
P0CG48	P16104
P51114	Q9Y383
P51965	Q6ZSG1
P45974	Q92995
P36542	Q07890
P08107	P59046
P25054	Q9BZK7
P13693	P30480
O14654	Q00005
P19438	Q9UM54
P84022	Q13485
O15131	Q13303
P20248	Q13416
P19086	P49802
P04637	P11387
P22694	Q14721
P01100	P56279
Q13573	Q9H4M9
P01889	Q8WUM4
O14807	Q13009
O43524	P46527
Q9BXM0	Q9H2G2
P43489	Q12933
Q99750	Q9GZM7
P06454	Q01105
O95136	P08754
O60318	P84022
P62745	Q9NZN5
P01100	P13631
P49682	Q15835
P23142	P98160
O43524	P38936
Q9NS23	Q9Y6H6
P0C1H6	Q96KK5
P62136	Q9BXT2
P23508	P62750
P35222	P51532
P21291	Q14192
P39748	P52565
P37802	Q15008
O43447	Q9UKE5
Q16611	Q8IWA4
P13805	Q96S99
P38432	Q13895
Q08379	Q13227
P63167	Q8TDI0
P62714	Q00005
Q13496	Q9C0I1
P52756	Q9BQA1
O60674	P21860
P01127	P16234
P22732	Q9Y243
O95243	P67870
Q9UPW5	Q9Y3M2
O00291	P46783
P51668	Q68DV7
Q13535	Q96L91
Q5HYJ3	Q9BQ66
P03905	Q9P0J0
P28482	Q8TEY5
O43306	P16520
P13645	Q00005
Q92698	Q9Y383
P27482	Q8N5S9
P01562	P42224
P22301	Q08334
Q09472	Q8TAD8
P30480	Q12931
P16885	Q08209
P62136	Q14957
P19012	Q8TBB1
P42262	Q13557
P19532	P56192
P12980	P62851
Q96B26	Q9Y2L1
P22680	Q08050
P49746	Q05397
P36543	P61978
P32121	Q9UGF5
P04908	Q7Z2G1
P04222	P28070
P01100	P06400
P62877	Q9Y297
O14641	Q155Q3
O43707	P08514
P16104	Q6ZW49
P26583	Q99684
P01106	Q5T5M9
O43298	Q8TBB1
O95343	P58304
O14904	Q9ULW2
P09884	Q9UHY7
P36897	Q9UNH7
Q13362	Q86YF9
P10301	P10398
O00268	P05412
P25101	P32121
P62879	Q14451
P07355	P56537
P60763	Q92997
P00519	P68366
P21802	Q99963
406884	P01112
P19883	Q14689
P56134	Q9H1Y0
P67870	Q9BVJ6
P62805	Q9NPI1
Q06413	Q9H1R3
P41594	Q13554
O75970	Q9NSI5
P10600	P84022
P08962	P51636
P63104	Q9Y613
P01241	Q7L2H7
Q07890	Q9Y3M8
P08151	Q13547
Q13247	Q92620
P01574	P48357
P35637	P52272
Q13404	Q14164
Q5UIP0	Q9H9A7
P35520	P51116
P17301	P23229
P13533	Q9NRG4
Q04206	Q9Y2G2
P22681	P45983
P54274	Q96BK5
P61247	Q9UET6
O75626	Q9Y6Y0
P02768	Q9H6Q3
Q15459	Q9Y478
P07437	P19838
P29475	Q16849
O60711	Q9BUY5
Q14686	Q9UPY3
P52272	Q8IYB3
Q7Z406	Q96A32
Q86UW9	Q9UM19
O14543	P17181
O43524	P08833
P00519	Q9Y5K6
P18146	Q5T5Y3
Q66LE6	Q9BXT2
P00533	Q7Z6G8
P54253	Q99700
P13569	P26599
Q05639	Q15843
P05107	Q92905
P01569	P08887
O14829	P62158
P08134	Q8IVF5
O14576	Q96FJ2
P22455	Q8WYR1
P05771	P11234
P08887	P13725
Q14197	Q9UJS0
O43147	Q9NYQ7
Q04771	Q9UF11
P62879	Q92633
Q01130	Q9BUJ2
P42263	Q05586
P28482	Q13115
P40145	P50150
P62424	P62899
P63165	Q9H5H4
O00755	O75197
P15884	Q14526
Q93009	Q96RT1
P17252	Q00722
P18146	Q00888
P10916	Q9P2M7
Q92974	Q9NY65
P15880	P62269
P27348	Q6ICG6
P00734	P05121
406940	Q9UBC3
Q13418	Q9HBI0
Q02750	Q96RU7
Q9BT49	Q9GZQ8
P12107	P13612
P01589	P22301
Q99963	Q9H3H3
A4D0S4	P06756
Q8TDZ2	Q9H0U4
P58107	Q16695
Q9BRK4	Q9NWB1
P08865	P60866
O95475	Q08117
Q96T88	Q9UJX2
Q14683	Q7Z5K2
P61604	P68104
P05386	P61927
P56556	Q9Y5J5
P05129	P62258
P06702	Q15853
P62820	Q16658
Q02556	Q9BUL8
P29401	Q14164
P27361	Q92729
P12830	P15151
O43707	Q9UI47
O76013	Q9NR96
P04183	Q12834
Q13315	Q8N9T8
O75817	Q9BUL9
P00734	P05546
P62633	Q9BRZ2
P19634	Q13315
P08708	P63220
Q8IW93	Q9Y4D1
O95484	Q8N6F1
P16333	P78329
Q15038	Q9UNA4
P32121	Q8NGI7
P07355	P23508
O00327	P51449
P63096	Q9NQ66
O00401	Q14247
P31689	Q9Y572
Q92997	Q9UP38
O43390	Q00839
O95197	P11142
P36888	P42336
P05000	P40238
P46934	Q15797
O15379	Q99879
Q53EZ4	Q9UK41
P01566	Q9UHF4
P07333	P15692
P63261	Q9Y281
P49746	Q13683
Q13315	Q92966
P49662	Q969L4
P05155	P16109
Q99836	Q9NWZ3
Q92993	Q9NV56
406967	P00374
P08637	P59901
O60503	Q05655
P12931	Q02156
P22607	P46109
P30307	Q14738
P07949	Q07889
Q14160	Q99816
P05106	Q06124
Q96PU8	Q9NX55
P21333	Q13797
O95067	Q9BZB8
P01106	Q13200
O00329	Q13114
P52907	Q9Y572
Q08209	Q96GX8
P38936	P62877
P07550	P43250
Q12789	Q9Y5Q9
Q13315	Q8N4S9
O75581	Q9UBU2
O15397	Q15628
P26441	Q5VWK5
P24723	Q07157
O00238	P11802
A0JLT2	O95071
O60671	P06746
P15391	P40259
P16220	Q14687
O15379	Q05516
406906	Q9BUM1
P45984	Q8N5C8
P25054	Q9UP83
P20849	P48436
P38398	Q12824
Q9NZ94	Q9Y4C0
O75508	P56748
P0CG48	Q05195
P18146	Q9NS87
Q04724	Q13761
P54274	Q9Y2X7
O00463	P42336
P40225	Q01344
P05067	P50148
O75084	Q92765
P51677	P55773
P43146	P63173
P08514	P12931
P63000	Q9NQU5
P30050	Q9Y3U8
P26368	Q13242
Q06587	Q96LR5
P01100	Q99576
P08700	Q9UHF4
Q9BSK2	Q9NRH1
O95760	P0C0S8
P17542	Q16576
O00585	P32248
P00492	Q9UET6
P12318	P29353
P17612	Q9P2W3
P25940	P56199
P06241	Q9NRJ4
Q13526	Q99750
P62136	Q9NZJ5
O15287	Q14469
P49716	Q96T58
P62487	Q9BTT4
406949	P45985
P26441	Q8IU57
P26368	Q07666
P61981	Q6P597
Q14164	Q9Y5Q3
O43293	P19105
P04049	P55211
P12931	Q08881
Q13315	Q8WZ42
Q9H013	Q9NYB9
P38405	Q8NH09
P14314	P49703
O43353	P29466
P30519	Q6NUN9
P07737	P60709
P62714	Q9Y698
Q14653	Q99731
P63000	Q07157
P28482	P35236
O75909	P49411
P56537	Q92839
P10398	Q92985
P13693	Q9UNH7
P22612	Q13522
P05015	Q99665
P78556	Q04206
P36873	Q12879
P0C7N5	P38405
P05014	P19838
P40145	Q9UK08
P07333	Q92913
P02747	P06681
Q66LE6	Q96Q15
P05787	P08729
Q07955	Q15428
P46527	Q9Y243
P55795	Q13247
P31749	Q8IYJ3
Q92963	Q9HCE7
Q9Y383	Q9Y3C0
O75044	Q96L33
P12931	Q05397
Q13619	Q9NX09
O14775	Q9UBS5
Q9P0V3	Q9ULV3
P49720	P63104
O00238	Q5T6F0
Q7L0Q8	Q7Z6B7
Q15797	Q9NXK8
P10912	P62993
P61073	Q9Y258
P61247	P62269
P61956	Q12873
Q02363	Q14469
P62891	Q07020
P10275	P20151
Q5VSY0	Q9P0V3
P08581	Q9NR46
P49336	Q15648
P10242	P61626
P20226	Q12947
P29350	P43627
O60504	Q8N684
P46060	Q9HC24
O95178	P03923
O14579	P84077
P33992	P62805
P19793	Q13772
Q9HCK5	Q9UKV8
79948	P46379
P38484	Q9UBD9
P07858	Q9NYA1
P12757	Q9UPV9
P01106	P30876
O15230	P26006
Q13698	Q16558
P52735	P63104
P04264	Q86UA6
P05161	Q14653
O94887	P62834
Q92530	Q9BQY4
O00206	Q86XR7
Q09472	Q7L5N1
P63261	Q15942
Q15172	Q9NY47
Q8NFZ4	Q9Y4C0
P15248	P42702
P06241	Q86SG6
P55196	Q99578
P31785	P48736
P16144	P23229
P49959	Q96PY6
P23511	Q12772
O14641	Q969G9
O95411	Q9Y572
P07996	P31431
P00915	Q16659
P01106	Q92688
O60271	Q9NPJ4
Q14643	Q9Y3M8
Q13617	Q15843
P30260	Q9UNH5
Q02763	Q9Y264
Q13952	Q7Z3K3
O75626	P40306
O14965	Q9UD71
P41594	P63098
P19447	Q15545
Q7L0Q8	Q8N392
P19438	Q9Y6D5
P54252	Q15418
Q15428	Q9BQ61
P05106	Q86UX7
407026	P11047
P67870	Q92997
P29475	Q13557
P06729	Q6Y7W6
P30542	Q13255
P25440	Q99459
P52306	P60953
P06213	P51692
Q15648	Q9NPJ6
P61956	Q92844
P53350	Q9H6R7
P26373	P62750
P24522	P31483
O94921	P36897
P01111	P62993
P46459	P54920
P27986	P55157
O14933	P52565
O43390	O75937
P62917	Q9UQ80
P01116	Q13557
Q14896	Q969Q1
P63104	Q9GZV5
P30480	Q9Y265
P25054	Q96S59
P60568	Q04864
P35249	Q9NRD5
P11215	P36941
P10275	P14625
O60232	Q96NW7
Q5QNW6	Q96DB2
P06126	P61769
O00253	P54646
P18146	Q8TEU7
P02461	P26006
P61077	Q9Y3C5
P38405	Q8NGF1
P42574	P52566
O15260	Q9HAW0
Q9UI36	Q9UJ70
Q04637	Q13283
O00311	Q14566
O60383	P50453
P02675	P04183
O14713	Q9BSQ5
P35222	P42166
P19012	Q9BVI4
Q15038	Q9HAU4
O00264	P22392
P78371	Q00005
P62280	Q9Y230
O60353	Q00722
O15055	Q49AN0
P01137	Q13018
P30291	P53350
P42262	Q14957
P01106	Q8N883
P61073	Q13724
O15260	Q8IUQ4
P09544	Q9Y5W5
P08047	P40763
P61619	P61966
P04637	P55209
P63104	Q99961
Q9UBD5	Q9Y619
O43660	Q99459
P24385	Q99828
O00327	P55854
P33176	Q9Y478
P38159	Q14683
P01106	Q9Y3R5
P16333	Q05193
O15379	Q99880
P11802	Q08999
P35226	Q93009
O14558	P31749
O43502	O75771
P10767	Q07890
Q5T4F7	Q9H1J7
Q9BZ29	Q9HBH0
P00966	P01106
Q9Y6D5	Q9Y6D6
O95467	P12931
P04406	P49023
P05106	P13612
Q13485	Q13569
P62424	Q92901
P27482	Q01064
P35626	Q8NG95
P36402	Q9Y265
Q12933	Q9H4K1
Q8IYJ3	Q99684
P04745	Q86UN6
O96014	P51654
O95157	P46108
Q14164	Q9UM54
P29317	Q01970
P27448	P63104
Q13162	Q9UBN7
P51685	Q16663
P01241	Q99471
P25024	P30679
P61247	P62280
P21854	P62993
P30556	Q05516
Q13257	Q9Y3Q8
P23229	P35443
O75530	Q13642
O43889	Q68CJ9
P04731	P63096
P20073	Q8IVF5
P17275	P53779
Q29RF7	Q9HAW0
O00555	P63096
O14879	Q9UHD2
Q969S8	Q96KK5
P62249	Q99759
O60739	Q9Y262
Q15025	Q9Y3C5
O43353	P51617
O60269	Q96FJ2
Q5VTR2	Q9BT78
P52564	Q9NZJ5
O43318	P62158
P18146	P55318
O75909	Q9NP66
P12814	Q07157
Q12800	Q99496
P00533	P07332
Q96BK5	Q9NW61
P31431	Q9UQP3
P17152	Q12983
Q15831	Q9Y376
P25963	Q71UM5
O95467	Q01726
P01106	P37108
Q13794	Q16548
Q13310	Q14164
P26373	Q04206
P56696	P58743
O14920	O95163
Q09161	Q13315
O96018	P00533
P13804	P38117
Q13619	Q9Y2Q3
P61952	Q01668
26765	P49715
O43929	Q9UBD5
Q9HCK5	Q9NXS2
Q8WYR1	Q9Y243
P06493	P28482
Q92956	Q96QV1
P31947	P46527
P62140	Q7Z2W7
Q99608	Q9Y679
O75925	P04637
O15234	O95793
Q9GZT5	Q9ULW2
P09619	P22681
P21246	Q9HC16
Q13557	Q8IZS8
O00329	P16333
P08908	P50151
P10301	P12931
P00519	Q15464
Q14765	Q15306
Q13233	Q93008
Q00688	Q00987
Q05513	Q16236
P41227	Q9H4K1
P22455	Q9H201
P63104	Q02156
P01137	P49746
P00519	Q92529
P27361	P29350
Q96Q05	Q9BUH8
Q13547	Q92841
P42126	Q14197
O60493	P46108
Q7Z6B0	Q96BS2
P45983	P62258
P62910	P62917
P14317	Q05193
P04406	Q13087
Q96H20	Q9BRG1
P78369	Q8N7P3
Q16520	Q9Y2D1
P61586	Q9Y4D1
O43561	Q12913
Q03113	Q15283
O60674	P51684
P02452	Q9NPY3
O75582	P28482
O60934	Q92793
P62879	Q13153
P28288	P33897
O60260	Q8TF42
P00519	Q99638
P40337	Q99595
O00459	O43561
P14416	P30153
O75038	Q9ULU4
Q96T76	Q9HAW0
P50993	P51817
P35637	Q13242
P54619	Q86TI0
O95084	Q7L5Y1
P42574	Q07820
P15924	P60510
P08620	Q07889
P78344	Q99459
P02686	Q08050
Q13535	Q8NFQ8
Q15750	Q9BVA1
Q6UXH1	Q9ULV1
Q06187	Q9Y4D1
Q16877	Q9UGJ0
P10747	Q8WYR1
P07199	Q08050
Q13177	Q32MK0
Q7Z6G3	Q9NP79
P46776	Q9UNX3
P49840	Q01974
P07910	Q93100
P09936	Q9H1Y0
P42701	P52333
P35249	P40937
Q969G3	Q9P2D1
Q96A08	Q96KK5
O15197	P21673
P35580	Q96A32
O75626	P01574
Q12824	Q9HCK4
Q9GZT5	Q9H237
O95661	Q01094
P25025	P63096
Q13547	Q9UIF9
P21860	P29353
Q9H4D5	Q9NPJ8
P01019	P30556
O95837	Q00722
O15304	P42684
Q13263	Q15596
P63104	Q01082
O00330	P11177
P05388	P83731
P11047	Q13683
O43427	P56537
P19012	Q9UGJ1
P67870	Q8NCA9
P02458	P26006
P32121	Q6IF00
P49716	Q14766
Q92558	Q9NYB9
O94915	P61981
P49207	P83881
Q15561	Q9GZV5
P30154	Q9UBS0
P01106	P24394
P61513	Q9UL18
P21802	Q92529
P46060	P49792
P01243	P25788
Q15797	Q92831
P57740	Q12769
O14512	P40238
O15551	P56880
P28290	Q9Y383
P61254	Q9NX58
P49792	Q9UHY7
Q8WUM4	Q9H444
P62070	Q9Y6X8
P05112	P26951
P42701	P60568
Q99933	Q9Y618
Q8WYR1	Q9HBW0
O94989	P54764
P15531	Q96HA8
O43174	P10276
O94906	P83876
O60729	P30260
P11802	P35249
O75365	Q6P3X3
P15692	P17948
P54253	Q70IA6
P50570	Q99961
P27986	P50151
Q00610	Q92597
Q14164	Q4VC31
P05091	Q9UKR5
P12109	P56199
P35609	P38432
Q16557	Q6VMQ6
Q16659	Q9NUQ9
P28566	Q9HAV0
P04156	P20916
P27361	Q9P2W3
P09471	P42338
O00151	O43707
Q12983	Q16548
P01275	P43220
Q00005	Q92552
O75688	P27448
Q04721	Q9NYJ7
P62979	Q6WCQ1
P19320	P26010
P01106	Q15388
O75694	P49790
P01106	Q13287
P18564	Q9HBI1
P07900	Q12809
P13987	P29353
P38405	Q8NG99
P25490	Q9H9F9
P49841	Q969Q0
406886	P01112
P62136	Q9ULJ8
P35568	P45984
Q15019	Q15038
P62330	Q9Y5M8
Q13233	Q8NHW5
O75015	Q8NHL6
Q12888	Q96T60
P04049	P14618
O14939	P19174
P16220	Q14692
O43318	P07437
O95484	Q9UDY2
P08235	P16220
P42229	P43405
P09919	Q08334
P11831	Q13643
P30480	Q14166
P09471	Q9UP38
O43677	Q9NX14
P61077	Q8TDB6
P23528	P60709
P43403	Q92529
P50402	Q16659
Q5VYY2	Q9UFF9
O95398	Q16539
P43405	Q15139
O60716	P07947
P01106	P24666
Q86U06	Q9P2H0
P38432	Q8IWY9
Q14192	Q9Y2G2
P04278	P57057
P62995	Q08170
574506	P24385
Q13976	Q96BA8
P19419	P53779
P16333	P42166
P08151	Q13627
Q13137	Q14296
P0CG48	Q9Y3C5
P10721	Q13588
P23458	P35568
P25963	P62979
P07910	Q8IX12
O96028	P10275
P05015	P19235
P02786	P30480
P35222	P49789
Q8WUA4	Q99459
P12081	P26641
Q13642	Q14192
O60925	P10589
P47898	Q9UBI6
O00585	O00590
P49841	Q9Y3F4
P01243	Q8N5K1
P28065	Q15788
Q96CW5	Q9NRH3
P06756	P24043
P04141	Q01344
O95072	Q8WVM7
P04183	P51805
P01106	Q92564
Q5JWF2	Q96RI0
Q8N264	Q9H4E5
P62993	Q9UQC2
P01568	Q99665
Q12933	Q13490
P16619	P51679
P38432	Q14978
P06400	P29374
P23508	Q13439
P01106	Q9BR61
P26678	Q09013
P02649	P04156
P24394	Q9Y4H2
P01566	P19838
Q8IU57	Q9HBE4
P01889	P41091
Q6VN20	Q96KG7
P01889	Q12931
O75474	Q92997
O75508	P56856
Q6UX04	Q70Z53
P03372	P98177
P43360	Q6NXE6
406911	Q15306
O60603	Q99519
P17301	P26006
Q12851	Q13233
P22362	P32246
P00734	P00742
Q15554	Q8NEM0
P28067	Q9GIY3
P47992	P51686
P34969	P50150
Q8N163	Q9Y2Q3
O60341	Q9UKL0
Q9NX70	Q9Y2X0
O95067	P24522
P46777	P61927
P05067	Q13867
O60783	Q14164
P62837	Q12986
O43555	P30968
P40855	Q9UBJ2
P29353	Q13094
O76081	P19086
P23588	Q9HCK5
P26599	Q9BTT4
O14617	P01106
P60709	Q9Y6K9
Q15628	Q8TEL6
P07360	P13987
P32121	Q8NH19
P60983	Q14164
P51398	Q15788
P84022	Q96S59
P58546	Q9Y4K3
P04183	Q15572
P26599	Q14683
P38398	Q92903
P12830	P31350
P61313	P62750
P31943	P52597
P54619	Q05469
O15145	Q9BY76
O95084	P51114
P68133	Q13315
P12956	P46783
Q96QV1	Q9UK22
P11021	Q04206
O14641	O75084
P12931	Q12929
P43250	P51679
P16234	Q01970
P61289	Q99460
P08621	P78362
O60674	P21741
O95831	Q9NX70
P10276	Q7Z5J4
P15260	P26441
P19235	Q8IZJ0
O43741	Q9C0K7
P30153	Q9Y375
P29353	Q13137
P54274	Q9BVJ6
Q13404	Q99942
P01243	P27361
P19429	Q9Y2T4
P04156	P32004
O14613	P17081
Q15283	Q9UBI6
P02768	P35368
O14933	Q969V5
O60262	Q92569
P35268	P49207
O43148	O60942
P22694	Q13370
P42677	Q9Y572
Q96CV9	Q9Y3C0
P18564	P23229
P55735	Q15436
O75569	Q9Y3I1
P25205	Q14566
Q13555	Q15796
Q13596	Q9UHF0
P01563	P15509
O43639	Q13191
P52735	Q8WZ42
P62847	P62979
O14686	Q9BRQ0
O43353	Q9NYJ8
P06753	P45379
O75496	Q9UJX2
P23458	P40238
O95467	Q99527
O75051	P15153
O60814	P0C0S5
P16234	Q9NSA1
P05388	P27635
Q07021	Q2TBE0
O14641	P26368
O95467	P29275
P38405	Q8NGZ9
O43889	P62140
145781	Q9BQ04
Q8TEQ6	Q99683
P05109	Q5UIP0
O00217	O95167
O15047	Q6DRA6
Q9NPD3	Q9UHL9
P41159	Q14626
O95471	P56880
P46777	P62750
O14965	O15392
P40337	P49720
P10827	Q9Y6Q9
O14686	P61964
Q13546	Q96FA3
P21802	Q07890
P20674	P63279
O75830	Q9NRR5
P02462	P31431
P20333	P51813
P22392	P52434
O43617	P0DI81
Q99879	Q9Y5B9
P16520	Q5JWF2
O15264	Q13283
P46379	Q15155
P55268	Q7L0J3
Q12851	Q16584
P48645	Q13424
P07333	Q13191
O95084	P42695
P06241	Q9UMY4
P46977	Q9H1C4
Q13009	Q13153
O43236	Q99719
P01111	Q13233
P19838	P31689
P83916	Q13472
P35626	Q8NGE2
Q9Y4H2	Q9Y6K9
P25786	P51946
P36897	Q9UNE7
O75056	P21246
P54257	Q99928
P09693	Q92569
P36957	Q13045
P04628	Q9ULW2
O43889	Q9UNK0
Q14739	Q9ULX6
O00767	Q15306
Q06323	Q16543
O95837	P32239
O14777	O75674
P61964	Q9Y5Z7
P62136	Q9Y698
P10145	P51681
O14920	P36897
P61981	Q5VTL8
O00212	Q96HP0
Q14686	Q96S59
Q14019	Q96BK5
P01106	Q92974
P63104	Q02241
P56537	P62249
P62633	Q9NZI8
Q15714	Q96R67
P30154	P62955
P05014	Q04206
O60383	Q14807
P10144	Q9Y5K6
P08887	Q86WN2
P53618	Q9NRR5
O43707	Q96QZ7
O95376	Q16851
Q15796	Q9NRL2
P60520	Q96AH8
Q6SA08	Q9HAU4
Q13363	Q9H2X6
O94855	P55735
P35555	P35556
P42338	P49841
P31749	Q9UHD2
P36382	Q9Y312
100008589	O15160
Q8WX92	Q9H3P2
Q14416	Q9UBI6
Q07889	Q12967
Q96QB1	Q9H4E5
Q9HAV7	Q9Y478
P51965	Q99496
P35228	P42224
O00746	P15531
Q08499	Q13557
Q92844	Q92985
P55851	P61981
P78371	Q13573
P13501	P51684
O14776	Q12873
O14610	P30939
P62258	Q9GZM8
Q86WV6	Q92985
P17948	Q9HCT0
P14138	P25101
Q16891	Q9Y512
Q8IZS8	Q9Y5P8
Q92621	Q9UKX7
Q495A1	Q92692
O60925	Q9Y3C7
O95067	Q9UJX3
P22626	Q92620
