#node1	node2
O60238	P32456
P16278	P19438
Q9NQ84	Q9NRM2
Q9P2M7	Q9Y623
P18146	Q8ND90
O60674	Q9NRF2
P14598	Q9C026
P04141	Q08334
O95182	Q86Y39
O15511	Q9BPX5
P84095	Q07889
O43278	Q9Y5Y6
O76081	O95433
O15198	P60228
P10276	P78543
Q07021	Q7Z434
P13612	Q9UQP3
Q9BQ67	Q9Y478
P01106	Q99471
O00257	Q9HC52
P62993	Q9ULI4
P19838	P22694
O43242	P01243
P05014	P17181
P49674	P62258
O14640	Q92837
P08107	P61981
O15392	P98170
O15372	O75821
P10276	Q96T58
Q8IYD8	Q9NW38
O43290	Q13315
P07196	Q96SN8
O00231	O00233
P49790	Q15796
P52756	P84103
P05106	P29353
P22612	P51828
P46527	Q12778
P01100	P05129
Q15370	Q9H257
Q08752	Q9HAU4
P45984	P99999
P38646	Q9Y4K3
Q08211	Q14683
Q9HCE7	Q9NQS1
P25490	Q92769
P04637	P06748
P63104	Q9UHK0
P33993	Q9Y5N6
Q13557	Q14315
Q13748	Q14204
P05141	P25963
Q12933	Q96CG3
P62136	P63208
Q13616	Q9NP62
P23396	P62841
Q8N8S7	Q99459
P49888	P68104
P08700	Q6UXL0
P28482	P63000
P51955	Q96K30
O15516	P56645
O15524	P24394
P41594	P84996
P15692	P22455
P14784	Q14765
P07550	P62993
P15924	Q9Y6E0
O60244	P48443
P0C869	Q05655
O76081	P49286
P61218	Q9HCS7
P46109	Q13797
Q71U36	Q96L34
P10275	P30281
P40925	Q92796
Q5VWK5	Q86WN2
Q9HAU4	Q9Y3E1
P12004	Q99684
P41220	Q9H596
P60953	Q07912
P01241	P61289
P83876	Q15029
P63208	Q9UKA1
Q14CB8	Q9Y4J8
P26641	P78417
O75340	Q96B97
O60566	Q9UM13
P52333	Q92569
P20908	P23229
P49842	P78395
P18084	Q17RW2
P05015	P42702
P13637	P54253
P32929	P63104
Q6UXL0	Q9NYY1
P12109	P17301
P10114	Q15797
P61088	Q9BYM8
P30153	P54284
P18146	P41279
P36873	Q9P2I0
P19875	P41597
P51817	Q9UK08
Q99523	Q9UJY5
Q13573	Q9Y6D9
O15198	P02792
P01241	P50395
Q9UKV8	Q9Y265
Q92585	Q92793
P13612	P49023
Q5QJE6	Q92832
P11234	P24723
Q93097	Q9ULW2
P51668	Q96BQ3
P28482	Q12913
O00303	P18206
P62280	Q9Y4K3
P10911	P15531
O43261	P34896
O15294	O43427
Q96L33	Q9P227
P20042	Q05516
P47224	P61006
J3KNP4	Q9ULL4
Q96EV8	Q9BY27
P22694	Q9Y691
Q8N196	Q99504
P35590	Q12913
O95139	O96000
P09919	P40238
P63267	Q08043
O95251	Q5T3J3
O15264	Q16828
P62993	Q15427
P48556	P55036
P22362	P46092
Q969G6	Q9UBS3
P21246	Q9Y6H5
P14902	Q00978
P54253	Q9BYW2
O95967	Q96FE5
P36873	Q8NG31
406982	Q01196
P35222	Q8TEQ6
P12314	P24071
O43889	P31749
P15336	P53567
P29590	Q13472
P61421	Q9UG56
O60925	Q5VU43
Q13546	Q99759
P10071	Q93074
P19429	Q06190
P02751	P27658
O15131	P13716
406913	P19320
Q16526	Q9UKT7
Q5VTD9	Q9H2G4
P11802	P49918
O75821	P41567
P23396	P62979
O43294	P46109
406953	P38936
P09471	P21917
Q92905	Q9Y4E8
O60353	Q8N474
P40424	P40425
P17302	Q13748
P27487	P51671
P04637	P18847
P33240	Q92499
Q04206	Q9Y6Q9
P18146	Q9Y5A9
Q9NQ66	Q9UP38
P40189	P42336
P51817	Q9Y691
Q13573	Q14978
P35244	P62633
P62913	Q9UHD2
P78537	Q9UL45
P63010	Q9NYB0
O43172	P49759
P35225	Q13283
P62837	Q13489
P06241	Q9NRA0
P21246	Q13625
P10826	Q09472
A5PL33	P49840
P0CG48	Q9H160
P34932	Q9UBR2
P62805	Q9UBN7
P67870	Q07021
P06241	Q15036
P25054	Q9UQE7
P05129	P46527
Q13642	Q16643
Q53T94	Q9H9Y6
406906	P78536
O75581	Q14332
O94832	Q9Y6K9
O00303	P51681
O75159	Q99650
O75578	P08572
Q96AX1	Q99459
P25054	Q12834
P18146	Q00888
P09874	P16403
P02768	Q9H6Q3
P84095	Q5T5U3
O15239	O43674
P01889	P28331
P43220	P63092
P06241	P51636
Q96L33	Q9NZN5
O95049	P56750
P0CAP2	Q13574
P13569	P17612
P04908	Q9UQL6
P30307	Q13555
P25774	P48594
O15243	P48357
O75643	P31946
O95257	O95865
P49736	Q7L590
P22626	P60709
Q12888	Q96SD1
P43628	Q13761
P11171	P57088
Q92769	Q96A08
P08238	Q16665
Q8IYH5	Q9ULM3
P16104	Q99880
P61586	Q8N392
P26368	Q13243
Q99459	Q9Y6D9
O15198	Q99613
Q14194	Q15645
P09471	Q01668
P61978	Q9BUJ2
P52630	P63151
P49810	Q04721
Q96F25	Q9NP73
Q15834	Q9NYH9
O96013	P31947
O43921	P29317
P01009	Q14541
P04035	Q13131
Q9Y5Q8	Q9Y5Q9
Q13242	Q15366
P21675	Q9HCU9
O75145	P27986
O75084	Q92765
P63027	Q9P0L0
O43524	Q9UGJ0
Q16637	Q8N6T3
P50148	Q9NZ20
P14373	P16885
P05231	Q04864
O00187	O00602
O14920	Q92574
P29590	Q8N726
O14832	P49190
Q13129	Q99578
407019	Q9Y5Y6
O95622	Q9UBI6
Q8NF91	Q9UKV8
P01243	P49591
Q8NFZ4	Q9P2S2
P02647	Q96EN8
O95484	Q8NI35
P42336	Q13733
O14733	Q9BQI3
P02452	P21810
O95484	Q9Y5I7
P25398	P63220
P78417	Q15047
P52943	Q99447
Q16637	Q9BRK5
P00441	Q15046
P61981	Q3LI72
P38405	Q8N349
O15105	Q96J02
P51817	Q13733
P36897	Q8WUH2
P00734	P55085
P63000	Q52LW3
Q96HF1	Q9UP38
P09429	Q14457
O95999	Q14289
Q12888	Q15554
O60493	P12931
P27797	Q07820
P46459	Q12913
P23378	Q9BXR5
P61981	Q8N122
P19438	Q9UM54
P31947	P78406
O75494	Q13595
P62495	Q92900
Q13247	Q96SB4
P04350	Q9NYJ8
O75486	Q92830
P06733	P62993
O00124	P01106
P46100	Q9UER7
O75376	Q13547
O14641	Q969F2
Q68DC2	Q96CW1
P01889	P16949
P23527	Q9BY41
O43556	O95376
O95206	Q9NRR5
P47914	P62945
P06753	Q9Y2R2
P17483	Q15853
406928	Q00534
O15379	Q16777
P07333	P49715
O15169	Q13233
P08047	Q96PG8
O15162	P46109
P09651	P84103
P13378	P38936
P14635	Q9UJX3
Q15276	Q9UJ41
O60861	Q00839
P17301	P30101
Q13547	Q15910
P38936	Q6EMB2
Q03468	Q9Y3C5
P15735	Q9NZT1
Q13315	Q9Y5N6
P47898	P63096
O75794	Q96KM6
O96001	Q13976
P36542	Q14197
P19838	P63151
P63211	Q14831
Q13177	Q13347
P04150	P20226
P13598	P20701
P18146	Q16665
P18146	Q9UHM6
P01889	Q96QK1
O60241	Q9Y566
O00401	P46108
P04049	P10301
Q07021	Q99759
P62873	Q00975
P53778	P62873
P14784	P29459
P12931	Q13191
O95167	Q9NX14
P63146	Q6P1J9
Q15831	Q9Y3A3
P62316	Q9UJM3
P43403	P51452
P01243	P11177
O60716	P15153
P35998	Q16401
P12277	Q13418
P08887	Q16619
P48634	P62993
P26951	Q9HBE4
P16499	P63211
P31749	Q9NZF1
P17947	P43235
Q15306	Q8N3U4
O95837	P20309
O75081	Q9Y2D9
Q9UKE5	Q9Y230
O14746	Q92900
Q8NEY8	Q9H1Y0
Q96JN2	Q9H9D4
P26006	Q13753
P04745	Q96BK5
Q96GM5	Q9P2D1
O14795	Q96GM8
O60504	Q5T5P2
Q13315	Q9GZR7
P02743	P31994
P10301	P10398
A0JLT2	P19387
Q13409	Q6PEY2
P61626	Q15654
P61163	Q99459
Q8NEK8	Q9BQY4
Q9NUP1	Q9UL45
P53814	P68133
O00329	Q13077
Q13568	Q92985
P04626	Q6S5L8
P35580	P62993
P17693	P26715
O14867	P15336
P16220	P43146
Q99547	Q9Y448
O00506	Q9BUL8
P42858	Q96CV9
P15391	Q06187
Q13363	Q9UJU2
P58753	Q06187
P18146	P18858
O43318	P27708
P30153	Q9Y6E0
P61981	Q14103
Q06432	Q9UQM7
Q00839	Q99558
Q13547	Q9Y230
P16104	Q08380
P13500	P46094
O14543	P78552
Q01844	Q92597
P62280	Q99558
P55036	Q15008
P18084	P49023
P25940	Q9UKX5
P62714	Q8WXS5
O14908	P33993
P56537	Q8TEY7
P60520	Q96AH8
Q13615	Q15024
Q15393	Q99717
P35222	P49023
P22105	P26006
P14923	Q96JB5
P07900	Q9NRG4
Q92997	Q96EB6
Q15233	Q8WXF1
P16104	P30048
P01111	P17252
P01889	P43631
P13612	P78509
P63000	Q96QB1
P49790	Q9HC62
O94972	P51116
O75410	Q8NHU6
P11021	Q13535
P21554	P62873
Q13315	Q7Z6J9
P55036	Q99460
P30876	Q9GZS3
Q16637	Q9BZE1
A0JLT2	Q9NPJ6
O60506	Q9Y6E0
P78352	Q8N2Q7
P01111	P22455
Q06124	Q9Y286
P40337	Q16665
P21281	P21397
P01106	Q9UKA4
P35228	P51114
P48736	Q9ULV8
P30519	Q9Y3C7
Q9BZI7	Q9UBU9
P01106	Q9UIL8
O43918	P13010
Q06187	Q99755
P14672	Q02078
P17405	Q14790
P13569	P34931
406888	P01116
Q14197	Q9HCE1
P30559	P62955
P50454	Q8N357
P16220	Q99952
P49736	P78396
P31947	Q9Y2U9
P62993	Q9Y383
O94776	Q9BTC8
P15248	P15509
P12830	P35222
P68431	Q9UPT9
P17302	P36382
P14174	Q92905
Q13554	Q7Z3S7
P15382	P22612
P56199	Q13751
P13196	Q00535
P20339	Q9H223
Q15303	Q9H201
P24522	P47897
O00221	Q13748
P01106	Q5SY16
Q99848	Q9UKV8
O00291	Q96CW1
P38398	Q5H9F3
O94905	Q14197
P06239	P29350
Q01844	Q9Y2I8
P40225	Q969J5
P37173	P61812
P51571	Q15714
O95751	Q9NVN8
Q13972	Q8TD86
P04637	P58005
O15162	Q9NRQ2
P05230	Q99584
P01588	Q9HC73
P63104	Q9NXR1
O43318	Q9UQF2
P05362	P20701
P56747	Q96AP7
P15311	P63261
Q02153	Q99684
P16471	P42680
O00257	P29590
O95870	P48201
P62875	Q9NX70
O14727	P99999
P68133	Q9UBU8
O14974	Q13464
P56279	Q9Y243
O00308	P26367
P07948	P29597
P22004	P49716
O43559	P04629
P39748	P54132
P26196	Q9UKV8
Q01105	Q53T94
P02741	P35222
Q99623	Q9Y4K3
P98164	Q01968
Q8WYR1	Q9H1C0
O76071	Q9H5X1
Q15303	Q9H4P4
O15527	P39880
O14920	P08107
P18827	Q14031
P63104	Q13501
Q16787	Q7L1I2
P08865	P62280
P48023	Q9UHR4
Q14627	Q9ULV8
P07900	Q92597
P49321	Q9UET6
P27348	Q12905
P41220	Q9ULJ8
P16220	Q16798
P46100	Q13472
Q13098	Q9HA65
A4D0S4	P53708
P55072	Q9BZE9
O00203	Q13315
P38936	Q6P4I2
O60701	P62993
P02768	Q8NHM4
Q13573	Q9Y6D5
P63000	Q9UN19
P0CJ68	P25090
P12814	P56199
P02751	P26010
P0C0S8	Q96A08
P53985	P61966
P53567	Q16649
Q96B36	Q9UBS0
O43524	P24941
P13667	Q86YB8
P10914	P13501
O14908	P17813
P30511	Q99706
P14784	P48736
O15392	Q96GD4
P45984	Q16829
P18206	P98179
P42285	Q00005
P58012	P78556
P78537	Q99624
O15379	P16104
Q9NPF7	Q9UHF4
P43403	Q9H4E7
Q7Z3B3	Q9HAU0
Q9BTT4	Q9BUE0
O60880	P06241
P30291	P46108
P27348	P63104
A1A4S6	Q92730
P01579	Q9HBE5
Q13547	Q9UBG7
O75928	P40763
O14593	Q14203
O00422	Q16082
P29274	P63092
P13501	P32302
P02748	P07360
P0C1Z6	Q9H9F9
O14497	P04637
P55884	Q14164
Q13625	Q8NEY8
Q12962	Q9UPT9
O60508	Q05519
P45983	P54652
P29590	P68400
O60262	P17252
P00533	Q01970
P50148	Q01970
O43513	Q9BZE3
Q16548	Q96PG8
P11172	P49662
P23458	P40763
Q15375	Q8N5V2
P28482	Q06546
O60232	Q9H0J4
Q13137	Q96S44
O60733	P50148
P46527	P62877
O15143	P61160
Q5JVL4	Q8IYF3
P51116	Q8TE12
Q14197	Q7L0Y3
Q13573	Q9H1I8
Q7RTX0	Q7RTX1
O60784	Q14919
Q9NTJ3	Q9Y5J5
P08047	Q13485
P22694	P61952
P06746	P18887
P33993	Q9Y478
O94967	Q15560
Q9NP79	Q9UI14
P13569	P53675
P55210	P98170
Q7L576	Q9Y6X6
Q16602	Q5JWF2
P55081	Q14562
O60266	P05129
P00519	Q05655
P62913	Q02543
P05106	P53708
Q99963	Q9Y343
Q01668	Q66LE6
P62993	Q13045
Q06455	Q9BY41
Q14204	Q9BUF5
P41235	Q92878
P49368	Q15257
P54840	P67870
P06401	P42338
P01023	P04070
Q6ZVL6	Q9UHI6
P04183	Q9NPB8
O00571	P63167
P25685	P34931
O95347	Q99459
P28290	Q9Y383
P62714	Q13522
Q6P1J9	Q9BRQ0
O94805	Q92925
A6NI73	P12318
P49736	Q8WYH8
407009	P06870
Q15366	Q9BRX9
O75937	Q08170
P16619	P32302
P32121	Q8NH09
P17174	Q9BXJ8
Q04206	Q13748
P16333	Q96AC6
Q15834	Q9UBZ4
P32121	Q8NGN4
P28065	Q99436
O75578	P35442
P46094	Q8NHW4
P01589	Q04864
P61981	Q9UJ41
O95467	P21462
Q8IYD8	Q9NPI8
O15264	P22612
P20701	Q96S59
O95067	Q17RY0
Q01780	Q15477
P31942	Q9Y6E0
P05013	Q8IU57
P47897	Q15714
P05305	P46379
O15315	O75771
P08123	P31431
P30273	Q99706
P63000	Q92558
Q07889	Q96L33
P63104	Q9BT78
P33778	Q8WUI4
O14965	O95685
P62750	P62987
O75909	Q15834
P08238	P60709
Q14145	Q9H492
Q13885	Q8TDR0
Q13362	Q13522
P08107	P19525
O75937	Q13151
P02679	Q8WVC0
Q8N5R6	Q9BQD3
P10644	Q9ULZ3
Q13753	Q9UKX5
P61353	P62987
O14832	P28288
P25705	P30049
P42677	P56192
Q9UKE5	Q9UL68
Q96GQ7	Q96I34
P30050	P61927
P51148	P51149
O95071	Q9BPZ3
P29590	P45973
O60603	Q9Y2C9
P13631	Q9Y6Q9
O43765	Q9Y624
P05231	Q5VWK5
P09496	P10242
Q16254	Q96B01
P63000	Q9UKW4
P42263	Q12879
O14556	P78549
P51684	P78556
O95149	P09104
Q13315	Q9Y4R8
O15105	Q09472
Q9BZE4	Q9NX58
Q96L91	Q9H0E9
P60604	Q96PX1
Q16539	Q8NER1
P30408	Q08345
Q99877	Q9Y5B9
P13232	Q969J5
P08100	P32121
407053	P35568
P10275	Q9UBS8
Q9NQG6	Q9Y3D6
P55211	Q9Y243
406979	Q15303
Q8IZL2	Q9UM47
O00744	O75581
P01116	Q04864
P12644	P36894
P10914	P62987
P32243	Q7Z2Y5
Q7RTS7	Q9UM73
Q8N5S9	Q9NZT1
P19086	P21918
O75369	P16333
P32121	Q8NGQ4
P58400	Q8NFZ4
P42768	Q15642
P17676	Q86X55
P06241	Q05397
Q92569	Q9UK08
P01889	Q9Y5B9
Q07020	Q13233
P42574	Q13043
P05556	Q92536
Q15046	Q92569
O95813	Q93097
Q9HBE5	Q9UHD0
P22607	P49767
P48039	Q15084
P28482	Q9Y6W6
Q53TQ3	Q9C086
Q13950	Q8WYB5
P16885	P35968
P60763	Q53QZ3
P16220	P49841
Q8TAP6	Q96EK5
P48454	Q13255
P62993	Q92973
Q15834	Q9H4K1
O95989	Q8IWV7
P10914	P19525
Q7Z569	Q8IVT5
P33947	Q9UGN5
P10586	Q96KM6
O43181	O75380
P25205	Q8WYB5
P06400	Q96SB3
O95793	P62424
Q13017	Q92730
P63104	Q9P2J5
P11802	Q9NP79
P07237	Q86YB8
O14730	P22087
P05386	Q86YJ7
O15514	P19388
P17252	Q13522
O95400	P46934
P14316	Q14790
P02766	P18848
Q15147	Q9UK08
O75084	P56704
P62805	Q9Y5K5
P35637	P38159
Q6UVK1	Q9Y2X8
P35226	P51784
406985	P37275
P01106	Q9UI26
Q13576	Q99759
P67775	Q13541
P08246	P20160
O00401	Q92747
O95166	Q86V97
P19438	P58107
P17252	P62879
P17844	Q68CZ2
P43694	P81172
P12931	Q13796
B5ME19	P55010
Q13137	Q7L590
O75084	O75581
Q06609	Q14191
O60412	P38405
P08575	P42680
P20020	P29474
O94762	P53350
Q9BX69	Q9Y2G2
P08253	P16035
P50458	P58304
Q16827	Q99963
O75818	Q9H633
P32121	P47887
P05556	P49746
P63244	Q8IWX8
P39023	Q9Y5S2
O95644	Q9BZS1
P62805	Q96EZ8
Q96T76	Q99623
P11940	Q8IYD1
O75486	Q9Y6J9
P13746	Q8N423
P24844	P63267
P06493	P0CG48
O14939	P00533
P62877	Q9UK73
Q9NVD7	Q9UKX5
P11912	P14317
P78560	Q5T3J3
P12931	Q92845
Q02750	Q92934
A8K6C2	P48551
P62993	Q9H1R2
Q86US8	Q9UBE8
Q13610	Q9NX58
P04637	P62328
P27694	P54132
Q00987	Q8N9B5
O00422	P04792
O00763	Q9Y478
Q12834	Q9UM11
P62136	Q10586
P53350	Q7L590
P27348	P30291
P51668	P55055
Q12834	Q99459
P68104	Q15583
O15085	P84095
P00533	Q9NR46
P10147	P46094
Q13368	Q99250
Q9UNF1	Q9Y2Q3
P04637	Q16637
P67809	Q99697
P09619	Q07890
P04075	P29466
P01562	P38484
O75197	Q9ULV1
P25205	P25963
O15144	Q92747
O75448	Q9NVC6
P36873	P50750
P11047	Q496J9
Q9GZV5	Q9Y297
O00763	Q9UGJ0
P23458	Q9HBE5
P18848	P53567
406953	P03372
O94972	Q8TCX5
P01568	Q8IU57
P31995	P46108
P27701	P27824
P61088	Q13404
Q9UKR5	Q9Y333
Q15334	Q9BYG4
O43390	P01106
O00329	P35968
P35968	P52803
P54652	Q12933
P16220	Q96T25
Q5VVX9	Q9H270
P28356	P40424
P14598	P14780
Q9BQS7	Q9NP59
P26373	Q00653
P09936	P23508
P26232	P27348
P61586	Q96QB1
P62136	Q99941
P07998	P27824
P49023	Q13797
P20827	P35916
P05783	P15924
P49810	Q9NZ42
Q12948	Q99697
Q07890	Q9UJM3
P10145	Q01201
Q9UBQ5	Q9UET6
P52799	P54762
P18146	Q2TAL8
Q13530	Q9P035
Q14558	Q9HC24
P10644	Q05469
P29350	Q13547
P61077	Q9NS56
P37231	Q9HAZ2
O43303	Q8IW35
P14778	P42574
P31946	P68400
O00329	P48736
P07900	P19784
P15941	P62993
P53708	Q13751
P01137	Q16576
O43318	O95999
P08588	Q13424
P35544	P62979
Q8TCU6	Q9UBI6
P01303	P14416
P54289	Q15172
P08253	Q96GW7
P51617	Q9Y5V3
P10398	Q8IXH7
P01106	P61964
P62877	Q96EF6
Q14147	Q14181
P12814	Q9BUZ4
P10600	Q15796
P0C5Y9	Q969S8
P15407	P35638
P43246	P54278
Q12834	Q9NS23
O60566	Q6XZF7
O15068	Q9UI14
O95167	O95168
P19174	P55157
O00459	Q9UQC2
P15692	P35968
O00161	O15127
O75604	Q00987
Q14789	Q9P2H0
O14788	Q9P2H0
O95816	Q99558
O15524	P40238
P60673	Q7Z5R6
P29322	P52797
P62140	Q02641
P08684	Q13895
P10070	P98160
P56524	Q13554
P35968	P46940
P28566	Q9UBU3
P16520	Q15759
P84095	Q6ZUM4
P40763	P52333
P22736	Q15788
O95391	Q15366
Q92905	Q96JQ0
P98077	Q16620
O75015	P53778
P0CG48	P61981
Q8IUE6	Q8WUI4
Q13616	Q9NXK8
O75970	P57739
P45985	Q14315
P61769	Q03518
Q16595	Q9NRD5
O43639	Q99704
P35609	P63104
O15131	P36957
P63096	Q3MJ16
P30305	P49137
O75832	Q9BRP4
P55072	Q8TAT6
P16220	P60983
Q8NBQ5	Q9Y2Q3
P14780	Q9Y5S8
Q16512	Q86YW0
P00533	P01127
Q15654	Q96DG6
P42574	Q14980
P07333	Q15147
P23470	P46459
P22087	Q96RG2
P21860	Q68CZ2
Q13952	Q8IUH5
P00533	Q03135
Q5QNW6	Q9BY41
P30153	P53816
Q9Y5J5	Q9Y5L0
O95400	Q8IWZ8
P05106	Q86UX7
P51955	Q14511
P49736	Q09472
O60291	P62837
O94805	P24522
P51965	Q96BH1
O14543	P10912
P00533	Q9H267
O00187	P01024
P23511	Q92624
O76093	P16234
P01106	P19447
Q16659	Q9H1R3
P10124	P14222
P18846	P67870
P35609	Q9UI47
P13637	Q9Y3U8
P52292	Q13573
P19438	Q7Z3U7
P50151	Q13972
Q13643	Q6UY14
P40763	Q14192
O95967	P28300
Q99558	Q9UNE0
Q01780	Q15024
P14921	Q9UER7
P54646	Q49AN0
Q8WWL7	Q9UJX6
Q00653	Q8N163
P06400	Q13574
P05093	P40424
P07148	P37231
P18084	Q9Y4G6
Q02790	Q9NR46
P01100	Q16659
Q13535	Q96RU2
O94776	P01137
P31751	P49815
O60244	Q9NPJ6
P16520	Q08462
O60739	P59998
P02708	Q02556
O14827	P17612
P22681	P26992
Q05516	Q8WUI4
O75909	Q8N6Y0
P50395	P51151
O14908	Q9Y3T9
O60603	P01112
P04222	P61769
P09496	P13569
P49682	Q9Y258
P23443	P42345
P68104	Q16891
Q12873	Q13573
P38398	Q8TAQ2
P08107	P27695
O15198	P27540
P13164	P20023
Q07889	Q68EM7
O75478	Q8IYI6
P16104	Q15717
P51686	Q9UBD3
Q8TBK6	Q9NWB6
P84090	Q15047
Q5UIP0	Q9H9Y6
Q14790	Q6GQQ9
O60895	P63092
Q12834	Q9H1A4
Q8NBJ7	Q969H0
P24394	Q92835
P19793	Q9BZL6
P11831	Q13469
P16885	P17252
O75807	P18848
P14780	P17535
O75578	Q9Y490
P01579	P10912
P25025	Q92994
O00755	O75581
Q6VMQ6	Q9GZX5
P27348	Q4FZB7
114614	Q13546
O94972	P62256
P04049	Q13315
O14920	Q13489
Q8WYB5	Q8WYH8
P18084	P63244
O14786	P54259
P18827	P35442
O75052	Q9Y272
O95199	Q9BT78
P05067	P17538
O76080	P0CG48
O00254	P07478
O60244	Q9P086
Q15366	Q96PU8
Q93009	Q99426
Q00978	Q13287
Q8WUE5	Q9UGN5
P06239	P52333
P55072	Q01113
P18621	P62891
Q2M1K9	Q93009
P17844	Q9H2G2
P19174	P49916
P18146	P32418
P63010	Q16695
O14544	Q99062
Q6UWE0	Q9UPY3
P57078	Q6Q0C0
Q13387	Q7Z5J4
O95905	P08238
P54725	P68104
Q13573	Q16181
O75940	Q76L83
P03973	P18146
O43741	Q9Y478
P60228	Q969Q1
O60861	Q8IZP0
P31751	Q9UQK1
P42574	Q86TL0
Q6WCQ1	Q86UA6
P13500	P51684
O15264	Q13976
P62280	Q8IXH7
Q15797	Q9BX70
O43678	O95167
Q02952	Q13315
P41235	Q99435
P22607	P52797
P08047	Q92731
P07711	P13637
P49721	Q9Y244
O43157	P61587
O14776	P08107
P02452	P05106
P18847	Q5T3J3
O00712	Q14938
P56524	Q9HCU9
Q16363	Q7L0J3
P55211	Q13490
P15514	P30281
P14415	P32418
P15311	Q14242
O00255	Q15797
Q13976	Q92934
P03372	P18031
Q8N5C8	Q9NYJ8
O00574	P78423
442917	O95980
Q99832	Q9Y3C7
P11217	P46019
O14640	Q04721
P10828	Q15654
P17405	P55055
Q15796	Q9BQ52
P55957	Q15047
P16520	P30939
P04406	Q15382
P00519	P43403
P11171	P40939
Q9NV56	Q9UK53
O60551	P09525
O43823	Q13535
Q92796	Q9Y2T3
P60866	Q9UKV8
P35659	P62805
O00422	Q9H993
P43360	Q8N163
P08708	P46781
Q16254	Q5TKA1
P63151	Q15170
P22087	Q9Y6D6
Q12929	Q9GZQ8
406947	Q9NYJ8
P08107	Q12905
Q13177	Q14790
P62873	P63092
Q13315	Q14207
P08581	Q07889
P46109	Q8IZP0
P06400	Q99708
Q8NC60	Q9BV38
P09914	Q04206
P37231	Q86X55
Q12873	Q9BXP5
P62081	P62241
P01106	P25787
P23142	P98160
Q9BYG5	Q9NQ66
O95467	Q8NFM4
P05787	Q07157
P05107	P56945
P20042	Q9P2H0
P30679	P35367
P62993	Q99578
O60814	Q9C005
P26012	Q01955
Q9H0R8	Q9P035
P0DJD0	P55854
P23284	Q96BK5
Q13573	Q15014
P31943	P35637
O15524	Q92830
P24534	P29692
P19022	Q9BV47
O15239	P03886
Q9Y266	Q9Y478
O60508	Q9BUJ2
O75461	Q01094
O95613	Q96K30
P30953	P38405
P10276	P50613
Q96EZ8	Q9BQD3
P21266	P30504
P54253	Q8WWM7
Q9HC24	Q9UM00
P16885	P48736
406906	Q5T6F2
O76061	P28300
Q8ND90	Q9NRR5
P05112	Q5VWK5
P19838	P30154
P52907	P78396
P25800	Q96RT1
P62993	Q12796
P30046	P40337
P59768	Q14831
Q6P1R3	Q9NRL3
P51991	Q15365
O95751	P25786
Q13098	Q13535
P01241	Q9Y262
P13725	P42702
Q9BWG4	Q9UBH0
Q07889	Q8N1I0
Q4VXU2	Q9NY30
P78396	Q13227
Q13315	Q96LW7
Q8TAQ2	Q99459
P24864	Q9NX02
O14508	P42702
P01241	P56537
Q15773	Q9Y3D0
P23508	P43487
O43147	P02771
P38398	Q96RL1
P04921	Q00013
A8MT69	Q8NB91
5512	P62140
O75815	P25787
P43146	P60228
P27694	P67870
P11215	P46109
O15264	P61204
Q09472	Q99743
Q02363	Q92858
P04035	Q9Y478
O00213	Q9HBG4
O95832	Q8N7P3
407011	P00749
P62745	P85298
P62745	Q13009
O15355	P67809
P22455	Q9H0M0
P21802	Q6S5L8
P62424	Q07020
P04222	P62158
P62310	Q9BRX9
P10275	P37088
O60840	P50150
P57088	Q14164
Q9UKT4	Q9Y297
P40763	P42345
O94805	Q969G3
P18754	P62879
P62993	Q12906
Q86YW9	Q9NPJ6
O00459	P04629
O75528	P45974
P38159	Q13151
P18621	Q92901
O95433	Q9HCM9
P61254	Q9NY93
Q12788	Q7L2E3
P01116	Q7LDG7
P62993	P78352
O00459	Q99490
O95298	P03905
P68431	Q15910
P09651	Q13151
P25686	Q9UMX0
P53778	Q12968
407021	P02461
P17301	P46109
O43921	P11362
P62745	Q13153
P23763	Q16623
Q8NEM2	Q96AP4
P04899	P49238
O76071	Q13263
P38936	Q6STE5
P68036	Q9NPC3
P41221	P56705
Q13838	Q8WVV9
O75791	P61978
P78527	Q14562
O75529	Q92831
P62877	Q9NYL2
Q16557	Q6VMQ6
P17947	P49716
P0CAP1	Q9BQ04
P51116	Q7Z2V1
P16591	P18031
Q9UJX2	Q9Y620
P07910	Q9UKV8
Q13444	Q15052
Q02156	Q8TAA9
P04632	P16871
Q15628	Q9UHD2
P22105	P23229
P19838	P32519
P31431	Q17RW2
P42331	Q7L0Q8
Q71U36	Q96NA2
Q16363	Q5UIP0
O95163	Q06830
P16499	P62873
O95182	Q16795
P04637	Q9Y265
P25101	P63096
P12956	P52294
Q10570	Q9C0J8
P06401	Q15759
Q16576	Q4LE39
O75475	Q13315
Q09472	Q99683
P45983	Q07812
P15336	Q16520
Q07889	Q07960
P20936	Q14289
406947	O95751
Q08426	Q99816
Q12788	Q96GD4
A8MYJ7	P60510
P46092	P63096
O75629	P07384
Q13573	Q8WWH5
O15533	P01889
P36639	Q9HC36
Q15796	Q8WYQ5
P38159	Q13573
Q05655	Q9HBA0
P08670	Q99963
O15550	P61964
Q01344	Q9GZX6
P16220	Q9H7Z6
O00459	P63104
P10966	P17693
P25787	P49721
P63000	P98171
P31947	Q9UQC2
P40225	Q9HC73
P12931	P42336
P04156	P29372
440264	Q07021
O43765	P10451
Q9UKD2	Q9Y4K3
O00459	P09769
O15111	Q9UHD2
P41159	Q99650
